,FirstName,LastName,CurrentEmploymentType,CurrentEmploymentTitle,Timestamp,id,lat,long,day,hour,minute,Weekend
224696,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 17:38:00,21.0,36.058419040000004,24.88760723,13.0,17.0,38.0,False
224697,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 17:39:00,21.0,36.0590088,24.89224611,13.0,17.0,39.0,False
224698,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 17:40:00,21.0,36.06228149,24.89528145,13.0,17.0,40.0,False
224806,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 19:28:00,21.0,36.0624906,24.8983241,13.0,19.0,28.0,False
224807,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 19:29:00,21.0,36.059884124999996,24.89984168,13.0,19.0,29.0,False
224808,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 19:30:00,21.0,36.05701066,24.90128901,13.0,19.0,30.0,False
224809,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 19:31:00,21.0,36.054533375000005,24.899958214999998,13.0,19.0,31.0,False
224923,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 21:25:00,21.0,36.05603223,24.90094316,13.0,21.0,25.0,False
224924,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 21:26:00,21.0,36.06045649,24.90406011,13.0,21.0,26.0,False
224930,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 21:32:00,21.0,36.06037483,24.90565203,13.0,21.0,32.0,False
225018,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:00:00,21.0,36.061026115,24.90350098,13.0,23.0,0.0,False
225019,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:01:00,21.0,36.062771095,24.897834575,13.0,23.0,1.0,False
225020,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:02:00,21.0,36.065263735,24.895202814999998,13.0,23.0,2.0,False
225021,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:03:00,21.0,36.07100922,24.89353368,13.0,23.0,3.0,False
225022,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:04:00,21.0,36.073854975,24.885519675,13.0,23.0,4.0,False
225023,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:05:00,21.0,36.07481404,24.88123322,13.0,23.0,5.0,False
225024,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:06:00,21.0,36.075227420000004,24.87679208,13.0,23.0,6.0,False
225025,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:07:00,21.0,36.07676711,24.87313011,13.0,23.0,7.0,False
225026,Hennie,Osvaldo,Security,Perimeter Control,2014-01-13 23:08:00,21.0,36.078207705,24.871502855000003,13.0,23.0,8.0,False
225278,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:20:00,21.0,36.07819286,24.87214469,14.0,3.0,20.0,False
225288,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:30:00,21.0,36.07741648,24.87166374,14.0,3.0,30.0,False
225289,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:31:00,21.0,36.07624418,24.87321676,14.0,3.0,31.0,False
225290,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:32:00,21.0,36.075257605,24.875154979999998,14.0,3.0,32.0,False
225291,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:33:00,21.0,36.07519101,24.87804143,14.0,3.0,33.0,False
225292,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:34:00,21.0,36.07484975,24.88096629,14.0,3.0,34.0,False
225293,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:35:00,21.0,36.07484339,24.88220519,14.0,3.0,35.0,False
225294,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:36:00,21.0,36.07328765,24.886510084999998,14.0,3.0,36.0,False
225295,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:37:00,21.0,36.071174330000005,24.892505695,14.0,3.0,37.0,False
225296,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:38:00,21.0,36.068998605,24.895178865,14.0,3.0,38.0,False
225297,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:39:00,21.0,36.06590659,24.89516291,14.0,3.0,39.0,False
225298,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:40:00,21.0,36.06433312,24.89677624,14.0,3.0,40.0,False
225299,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:41:00,21.0,36.062507714999995,24.89866404,14.0,3.0,41.0,False
225300,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:42:00,21.0,36.061747325,24.90126382,14.0,3.0,42.0,False
225301,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 03:43:00,21.0,36.060828195,24.904150289999997,14.0,3.0,43.0,False
225476,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 06:38:00,21.0,36.0603572,24.90566114,14.0,6.0,38.0,False
225509,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:11:00,21.0,36.059135855,24.904826315,14.0,7.0,11.0,False
225510,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:12:00,21.0,36.05680073,24.90305104,14.0,7.0,12.0,False
225511,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:13:00,21.0,36.05468278,24.90164835,14.0,7.0,13.0,False
225549,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:51:00,21.0,36.05251685,24.90023672,14.0,7.0,51.0,False
225550,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:52:00,21.0,36.05040058,24.89596267,14.0,7.0,52.0,False
225551,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:53:00,21.0,36.05034585,24.8892715,14.0,7.0,53.0,False
225552,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:54:00,21.0,36.0501388,24.883990365000002,14.0,7.0,54.0,False
225553,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:55:00,21.0,36.04918474,24.8804565,14.0,7.0,55.0,False
225554,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 07:56:00,21.0,36.048242189999996,24.8795737,14.0,7.0,56.0,False
225810,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:12:00,21.0,36.05055621,24.87956823,14.0,12.0,12.0,False
225811,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:13:00,21.0,36.05328298,24.8763663,14.0,12.0,13.0,False
225812,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:14:00,21.0,36.05575278,24.87374629,14.0,12.0,14.0,False
225813,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:15:00,21.0,36.05664546,24.87006062,14.0,12.0,15.0,False
225814,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:16:00,21.0,36.05667391,24.86459687,14.0,12.0,16.0,False
225815,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:17:00,21.0,36.057536495,24.859496815,14.0,12.0,17.0,False
225816,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:18:00,21.0,36.059295684999995,24.856516475,14.0,12.0,18.0,False
225817,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:19:00,21.0,36.06206546,24.85371483,14.0,12.0,19.0,False
225818,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 12:20:00,21.0,36.062893055,24.851005325000003,14.0,12.0,20.0,False
225895,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:37:00,21.0,36.06207198,24.85191772,14.0,13.0,37.0,False
225896,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:38:00,21.0,36.061150725,24.856473015,14.0,13.0,38.0,False
225897,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:39:00,21.0,36.05848992,24.85907447,14.0,13.0,39.0,False
225898,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:40:00,21.0,36.056663395,24.862633585,14.0,13.0,40.0,False
225899,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:41:00,21.0,36.056662305,24.86740671,14.0,13.0,41.0,False
225900,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:42:00,21.0,36.05576225,24.87252586,14.0,13.0,42.0,False
225901,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:43:00,21.0,36.05428089,24.876195715,14.0,13.0,43.0,False
225902,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:44:00,21.0,36.051923435,24.879266174999998,14.0,13.0,44.0,False
225903,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 13:45:00,21.0,36.04866888,24.87957337,14.0,13.0,45.0,False
226131,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:33:00,21.0,36.05064903,24.8795765,14.0,17.0,33.0,False
226132,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:34:00,21.0,36.05276077,24.88263803,14.0,17.0,34.0,False
226133,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:35:00,21.0,36.05447705,24.88680467,14.0,17.0,35.0,False
226134,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:36:00,21.0,36.05847865,24.88777221,14.0,17.0,36.0,False
226135,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:37:00,21.0,36.058913365,24.89220935,14.0,17.0,37.0,False
226136,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 17:38:00,21.0,36.06217893,24.89511003,14.0,17.0,38.0,False
226234,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:16:00,21.0,36.062172035,24.894345295,14.0,19.0,16.0,False
226235,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:17:00,21.0,36.062170914999996,24.889392309999998,14.0,19.0,17.0,False
226236,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:18:00,21.0,36.06221864,24.88429803,14.0,19.0,18.0,False
226237,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:19:00,21.0,36.06205608,24.87873563,14.0,19.0,19.0,False
226238,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:20:00,21.0,36.06205664,24.87359308,14.0,19.0,20.0,False
226239,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:21:00,21.0,36.0620611,24.86886045,14.0,19.0,21.0,False
226240,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:22:00,21.0,36.0619671,24.86282917,14.0,19.0,22.0,False
226241,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:23:00,21.0,36.06202503,24.85797882,14.0,19.0,23.0,False
226242,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:24:00,21.0,36.06207968,24.85292396,14.0,19.0,24.0,False
226244,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 19:26:00,21.0,36.06327399,24.8523092,14.0,19.0,26.0,False
226355,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:17:00,21.0,36.062082450000005,24.853819205,14.0,21.0,17.0,False
226356,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:18:00,21.0,36.06200984,24.85888347,14.0,21.0,18.0,False
226357,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:19:00,21.0,36.0619862,24.8640553,14.0,21.0,19.0,False
226358,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:20:00,21.0,36.062054415000006,24.869172364999997,14.0,21.0,20.0,False
226359,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:21:00,21.0,36.062049654999996,24.87406721,14.0,21.0,21.0,False
226360,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:22:00,21.0,36.062070355,24.87980069,14.0,21.0,22.0,False
226361,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:23:00,21.0,36.06221624,24.88513005,14.0,21.0,23.0,False
226362,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:24:00,21.0,36.0621667,24.89024454,14.0,21.0,24.0,False
226363,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:25:00,21.0,36.0617242,24.89533073,14.0,21.0,25.0,False
226364,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:26:00,21.0,36.06165006,24.89988036,14.0,21.0,26.0,False
226365,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:27:00,21.0,36.06084548,24.90419572,14.0,21.0,27.0,False
226374,Hennie,Osvaldo,Security,Perimeter Control,2014-01-14 21:36:00,21.0,36.06036144,24.90561373,14.0,21.0,36.0,False
226961,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:23:00,21.0,36.05925675,24.90489089,15.0,7.0,23.0,False
226962,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:24:00,21.0,36.05665352,24.90291698,15.0,7.0,24.0,False
226963,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:25:00,21.0,36.054898895,24.901789035,15.0,7.0,25.0,False
226989,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:51:00,21.0,36.05288309,24.90041863,15.0,7.0,51.0,False
226990,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:52:00,21.0,36.0504031,24.89535914,15.0,7.0,52.0,False
226991,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:53:00,21.0,36.050348635,24.88979202,15.0,7.0,53.0,False
226992,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:54:00,21.0,36.05013972,24.88344163,15.0,7.0,54.0,False
226993,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:55:00,21.0,36.0491859,24.88039959,15.0,7.0,55.0,False
226994,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 07:56:00,21.0,36.048291739999996,24.87957086,15.0,7.0,56.0,False
227183,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:05:00,21.0,36.050649109999995,24.879578515,15.0,11.0,5.0,False
227184,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:06:00,21.0,36.05276013,24.88264053,15.0,11.0,6.0,False
227185,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:07:00,21.0,36.05422926,24.88680095,15.0,11.0,7.0,False
227186,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:08:00,21.0,36.05852634,24.88860909,15.0,11.0,8.0,False
227187,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:09:00,21.0,36.058568890000004,24.891916925,15.0,11.0,9.0,False
227191,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 11:13:00,21.0,36.05893524,24.892851,15.0,11.0,13.0,False
227263,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:25:00,21.0,36.059811644999996,24.89083476,15.0,12.0,25.0,False
227264,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:26:00,21.0,36.062199559999996,24.887980475,15.0,12.0,26.0,False
227265,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:27:00,21.0,36.06367419,24.8840053,15.0,12.0,27.0,False
227266,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:28:00,21.0,36.06554371,24.88066049,15.0,12.0,28.0,False
227267,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:29:00,21.0,36.06815839,24.87788918,15.0,12.0,29.0,False
227268,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:30:00,21.0,36.069365875,24.87368353,15.0,12.0,30.0,False
227269,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:31:00,21.0,36.07016887,24.86857313,15.0,12.0,31.0,False
227270,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:32:00,21.0,36.07332532,24.86659235,15.0,12.0,32.0,False
227271,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:33:00,21.0,36.07663888,24.86413582,15.0,12.0,33.0,False
227272,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 12:34:00,21.0,36.076654085,24.859507905,15.0,12.0,34.0,False
227341,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:43:00,21.0,36.07665791,24.86059293,15.0,13.0,43.0,False
227342,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:44:00,21.0,36.07629832,24.86540501,15.0,13.0,44.0,False
227343,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:45:00,21.0,36.07243055,24.86688259,15.0,13.0,45.0,False
227344,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:46:00,21.0,36.06964335,24.869212085,15.0,13.0,46.0,False
227345,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:47:00,21.0,36.069257969999995,24.874609135,15.0,13.0,47.0,False
227346,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:48:00,21.0,36.06526153,24.876427435,15.0,13.0,48.0,False
227347,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:49:00,21.0,36.060510945000004,24.876221,15.0,13.0,49.0,False
227348,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:50:00,21.0,36.05521324,24.876192855,15.0,13.0,50.0,False
227349,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:51:00,21.0,36.051932565,24.878625145,15.0,13.0,51.0,False
227350,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 13:52:00,21.0,36.04903834,24.8795728,15.0,13.0,52.0,False
227568,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:30:00,21.0,36.050355125,24.879577855,15.0,17.0,30.0,False
227569,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:31:00,21.0,36.052760675,24.882590365,15.0,17.0,31.0,False
227570,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:32:00,21.0,36.05402025,24.88680002,15.0,17.0,32.0,False
227571,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:33:00,21.0,36.05845388,24.887767355,15.0,17.0,33.0,False
227572,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:34:00,21.0,36.05916877999999,24.892813920000002,15.0,17.0,34.0,False
227573,Hennie,Osvaldo,Security,Perimeter Control,2014-01-15 17:35:00,21.0,36.06232544,24.89532892,15.0,17.0,35.0,False
228426,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 07:48:00,21.0,36.062739085000004,24.89510512,16.0,7.0,48.0,False
228427,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 07:49:00,21.0,36.063278145,24.892383324999997,16.0,7.0,49.0,False
228428,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 07:50:00,21.0,36.06317248,24.88916077,16.0,7.0,50.0,False
228429,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 07:51:00,21.0,36.06362665,24.88682136,16.0,7.0,51.0,False
228441,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:03:00,21.0,36.0620813,24.88571296,16.0,8.0,3.0,False
228442,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:04:00,21.0,36.06074918,24.88396904,16.0,8.0,4.0,False
228443,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:05:00,21.0,36.059173505000004,24.882476405,16.0,8.0,5.0,False
228444,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:06:00,21.0,36.05630325,24.8824788,16.0,8.0,6.0,False
228445,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:07:00,21.0,36.05337049,24.88247687,16.0,8.0,7.0,False
228446,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:08:00,21.0,36.051944665,24.88059282,16.0,8.0,8.0,False
228447,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:09:00,21.0,36.04983219,24.87957547,16.0,8.0,9.0,False
228448,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 08:10:00,21.0,36.04812689,24.87957213,16.0,8.0,10.0,False
228633,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:15:00,21.0,36.05046607,24.87956799,16.0,11.0,15.0,False
228634,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:16:00,21.0,36.05279728,24.87649519,16.0,11.0,16.0,False
228635,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:17:00,21.0,36.055739970000005,24.874008615,16.0,11.0,17.0,False
228636,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:18:00,21.0,36.05665112,24.86926575,16.0,11.0,18.0,False
228637,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:19:00,21.0,36.056662405,24.86435234,16.0,11.0,19.0,False
228638,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:20:00,21.0,36.05707722,24.85954457,16.0,11.0,20.0,False
228639,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:21:00,21.0,36.059213125,24.856545045,16.0,11.0,21.0,False
228640,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:22:00,21.0,36.06205606,24.853328755,16.0,11.0,22.0,False
228641,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:23:00,21.0,36.0635026,24.85033044,16.0,11.0,23.0,False
228642,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:24:00,21.0,36.065702235,24.846687505,16.0,11.0,24.0,False
228643,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:25:00,21.0,36.06860274,24.84338341,16.0,11.0,25.0,False
228644,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:26:00,21.0,36.06955756,24.84151069,16.0,11.0,26.0,False
228648,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 11:30:00,21.0,36.06949228,24.84149733,16.0,11.0,30.0,False
228697,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 12:19:00,21.0,36.06884442,24.843373395,16.0,12.0,19.0,False
228698,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 12:20:00,21.0,36.065693085,24.84661474,16.0,12.0,20.0,False
228699,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 12:21:00,21.0,36.063515585000005,24.8501329,16.0,12.0,21.0,False
228700,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 12:22:00,21.0,36.06206863,24.85312682,16.0,12.0,22.0,False
228701,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 12:23:00,21.0,36.05983319,24.85652762,16.0,12.0,23.0,False
228779,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:41:00,21.0,36.05847874,24.85939257,16.0,13.0,41.0,False
228780,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:42:00,21.0,36.05667678499999,24.863683289999997,16.0,13.0,42.0,False
228781,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:43:00,21.0,36.0566601,24.86845994,16.0,13.0,43.0,False
228782,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:44:00,21.0,36.05576078,24.87260183,16.0,13.0,44.0,False
228783,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:45:00,21.0,36.05406135,24.87620829,16.0,13.0,45.0,False
228784,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:46:00,21.0,36.05192548,24.87955634,16.0,13.0,46.0,False
228785,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 13:47:00,21.0,36.048555245,24.87957352,16.0,13.0,47.0,False
229023,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:45:00,21.0,36.05046681,24.87957759,16.0,17.0,45.0,False
229024,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:46:00,21.0,36.05275403,24.8827305,16.0,17.0,46.0,False
229025,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:47:00,21.0,36.053901145,24.886794285,16.0,17.0,47.0,False
229026,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:48:00,21.0,36.058509805,24.88785293,16.0,17.0,48.0,False
229027,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:49:00,21.0,36.05919455,24.89273168,16.0,17.0,49.0,False
229028,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 17:50:00,21.0,36.06237514,24.89531244,16.0,17.0,50.0,False
229081,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 18:43:00,21.0,36.06254703,24.89844931,16.0,18.0,43.0,False
229082,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 18:44:00,21.0,36.05956121,24.89991288,16.0,18.0,44.0,False
229083,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 18:45:00,21.0,36.05732116,24.90159662,16.0,18.0,45.0,False
229084,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 18:46:00,21.0,36.054590075,24.90003564,16.0,18.0,46.0,False
229189,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 20:31:00,21.0,36.056534405,24.90128799,16.0,20.0,31.0,False
229190,Hennie,Osvaldo,Security,Perimeter Control,2014-01-16 20:32:00,21.0,36.06043977,24.90430998,16.0,20.0,32.0,False
229867,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 07:49:00,21.0,36.059269935,24.904891135,17.0,7.0,49.0,False
229868,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 07:50:00,21.0,36.05695968,24.90319032,17.0,7.0,50.0,False
229869,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 07:51:00,21.0,36.0549767,24.9018296,17.0,7.0,51.0,False
229886,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:08:00,21.0,36.05280099,24.90039228,17.0,8.0,8.0,False
229887,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:09:00,21.0,36.05040188,24.89569443,17.0,8.0,9.0,False
229888,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:10:00,21.0,36.05034938,24.88943845,17.0,8.0,10.0,False
229889,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:11:00,21.0,36.050141655,24.883943005,17.0,8.0,11.0,False
229890,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:12:00,21.0,36.049186725,24.88053345,17.0,8.0,12.0,False
229891,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 08:13:00,21.0,36.04827567,24.87957247,17.0,8.0,13.0,False
230070,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:12:00,21.0,36.05046713,24.8795786,17.0,11.0,12.0,False
230071,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:13:00,21.0,36.05275695,24.88304536,17.0,11.0,13.0,False
230072,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:14:00,21.0,36.05333155,24.88756347,17.0,11.0,14.0,False
230073,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:15:00,21.0,36.05352805,24.89222083,17.0,11.0,15.0,False
230074,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:16:00,21.0,36.05792836,24.89541158,17.0,11.0,16.0,False
230075,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 11:17:00,21.0,36.06227875,24.8986651,17.0,11.0,17.0,False
230152,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 12:34:00,21.0,36.06217471,24.89816554,17.0,12.0,34.0,False
230153,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 12:35:00,21.0,36.063205565000004,24.893219549999998,17.0,12.0,35.0,False
230154,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 12:36:00,21.0,36.063182005,24.88779766,17.0,12.0,36.0,False
230155,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 12:37:00,21.0,36.06367544,24.88375141,17.0,12.0,37.0,False
230156,Hennie,Osvaldo,Security,Perimeter Control,2014-01-17 12:38:00,21.0,36.063685855,24.87854616,17.0,12.0,38.0,False
